"supplier_name","total_value","service","cpv_code1","cpv_code2","cpv_code3","cpv_code4","cpv_code5","cpv_code6","cpv_code7","cpv_code8","cpv_code9","cpv_code10","cpv_code11","cpv_code12","cpv_code13","cpv_code14","cpv_code15","cpv_code16","cpv_code17","cpv_code18","cpv_code19","cpv_code20","cpv_code21","cpv_code22","cpv_code23","cpv_code24","cpv_code25","cpv_code26","cpv_code27","cpv_code28"
"Atkins Limited","10000","NEIGHBOURHOODS AND ENVIRONMENT","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","44040","PROPERTY AND HIGHWAYS","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","40488","PROPERTY AND HIGHWAYS","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","100750","PROPERTY AND HIGHWAYS","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","110659","PROPERTY AND HIGHWAYS","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","89040","PROPERTY AND HIGHWAYS","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"ATKINS LIMITED","89040","PROPERTY AND HIGHWAYS","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","53700","PROPERTY AND HIGHWAYS","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","40000","PROPERTY AND HIGHWAYS","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","5000","PROPERTY AND HIGHWAYS","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"ATKINS LIMITED","10250","ECONOMY DIRECTORATE","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","15500","ECONOMY DIRECTORATE","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","45600","ECONOMY DIRECTORATE","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","13624.7","ECONOMY DIRECTORATE","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","41160","PROPERTY AND HIGHWAYS","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","10000","NEIGHBOURHOODS AND ENVIRONMENT","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","44040","PROPERTY AND HIGHWAYS","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","40488","PROPERTY AND HIGHWAYS","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","100750","PROPERTY AND HIGHWAYS","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","110659","PROPERTY AND HIGHWAYS","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","89040","PROPERTY AND HIGHWAYS","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","89040","PROPERTY AND HIGHWAYS","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","53700","PROPERTY AND HIGHWAYS","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","40000","PROPERTY AND HIGHWAYS","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","5000","PROPERTY AND HIGHWAYS","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","10250","ECONOMY DIRECTORATE","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","15500","ECONOMY DIRECTORATE","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","45600","ECONOMY DIRECTORATE","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","13624.7","ECONOMY DIRECTORATE","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Auditel Systems","19832","ECONOMY DIRECTORATE","72000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Balmers GM Ltd","14410","ECONOMY AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","29200","ECONOMY AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","56006","ECONOMY AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","8358","NEIGHBOURHOODS AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","7570","NEIGHBOURHOODS AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","6178.05","NEIGHBOURHOODS AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","18300","NEIGHBOURHOODS AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","18300","NEIGHBOURHOODS AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","5335","NEIGHBOURHOODS AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","9934","NEIGHBOURHOODS AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","14950","NEIGHBOURHOODS AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","15800","NEIGHBOURHOODS AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Balmers GM Ltd","49600","NEIGHBOURHOODS AND ENVIRONMENT","16700000|43325100","","","","","","","","","","","","","","","|NONE","","|No","|No][Stuart Taylors International","|Lane Ends Cottage, Balderstone, Blackburn BB2 7LJ","|NONE","","|No","|No]","","","",""
"Barnardos","6250","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","12750","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","51000","EARLY HELP AND SCHOOLS","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","5516","PUBLIC HEALTH","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","9900","CHILDREN’S SOCIAL CARE","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","28667","CHILDREN’S SOCIAL CARE","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","14333","CHILDREN’S SOCIAL CARE","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","18000","CHILDREN’S SOCIAL CARE","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","9000","CHILDREN’S SOCIAL CARE","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","18000","CHILDREN’S SOCIAL CARE","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","9000","CHILDREN’S SOCIAL CARE","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","18000","CHILDREN’S SOCIAL CARE","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","9000","CHILDREN’S SOCIAL CARE","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
