Number and types of transactions for value by all account customers,,,,,
,,,,,
Metrics, ,,,,
Calendar Month,Mar-20,,,,
Account Customer,FR,DFL,TP,DLG,Total
IAN MILNE & CO,0,0,0,4,4
INFIELDS,0,0,0,4,4
INGRAM WINTER GREEN,0,0,0,4,4
ISADORE GOLDMAN,0,1,0,3,4
ISHERWOOD & HOSE,0,0,0,4,4
J H MAITLAND-WALKER,0,0,0,4,4
JACKIE SCOTT LIMITED,0,0,2,2,4
JAMIESON ALEXANDER LIMITED,1,0,1,2,4
JARMANS SOLICITORS,0,0,0,4,4
JOHN P MARTIN,0,0,1,3,4
JOLLIFFE & CO,0,0,1,3,4
JUDGE SYKES FRIXOU,0,0,0,4,4
K R CONVEYANCING SERVICES LTD,0,0,1,3,4
KATTEN MUCHIN & ROSEMAN,0,0,0,4,4
KENYON SON & CRADDOCK,0,0,1,3,4
KEY PROPERTY LAWYERS LIMITED,0,0,1,3,4
KIRKWOODS,0,0,2,2,4
KITCHING WALKER SOLICITORS,0,0,1,3,4
KJL SOLICITORS,0,0,0,4,4
KTS LEGAL,0,0,0,4,4
KUDDUS SOLICITORS,0,0,0,4,4
LAING LAW,1,0,0,3,4
LAURENCE LEE & CO SOLS,0,0,1,3,4
LB OF HARINGEY CORPORATE RESOURCES,0,0,0,4,4
LEE & COMPANY,0,0,1,3,4
LEI DAT & BAIG SOLICITORS,0,0,1,3,4
LICHFIELD REYNOLDS,0,0,0,4,4
LONGESPEE & CO,0,0,0,4,4
LOVETTS SOLICITORS,0,0,0,4,4
LOYNTON & CO SOLICITORS LTD,0,0,0,4,4
LSG SOLICITORS,0,0,1,3,4
LYNNE THORNTON,0,0,0,4,4
LYONS WILSON SOLICITORS,0,0,1,3,4
MACRORY WARD,0,0,0,4,4
MANN & COMPANY (KETTERING),0,0,1,3,4
MANTINS SOLICITORS,0,0,0,4,4
MARGARET REYNOLDS,0,0,4,0,4
MARSHALL HALL LEVY LTD,0,0,0,4,4
MARTIN SMITH & CO,0,0,0,4,4
MARTYN FORD,0,0,0,4,4
MARY MAHON SOLICITOR,0,0,1,3,4
MATHIAS GENTLE PAGE HASSAN LLP,0,0,0,4,4
MENTORS,0,0,1,3,4
MILES HUTCHINSON & LITHGOW,0,0,0,4,4
MILFORD & DORMOR,0,0,0,4,4
MILLWYN JENKINS,0,0,3,1,4
MLP LAW LIMITED,0,0,1,3,4
MORGAN & RICHARDSON,0,0,2,2,4
MORGAN KELLY SOLICITORS LTD,0,0,0,4,4
MORRIS HOMES LIMITED,0,0,0,4,4
MORTON PUGH WELCH,0,0,0,4,4
NEWNHAM & JORDAN SOLICITORS LTD,0,0,1,3,4
NICHOLSONS SOLICITORS LLP,0,0,0,4,4
NIGEL PULLEN,0,0,0,4,4
OLIVER FISHER,0,0,0,4,4
ONIONS & DAVIES,0,0,1,3,4
ORMRODS SOLICITORS & ADVOCATES LTD,1,0,0,3,4
OVER TAYLOR BIGGS,0,0,2,2,4
P & B SOLICITORS LIMITED,0,0,0,4,4
P W MOODY,0,0,0,4,4
PAINTERS,0,0,2,2,4
PAUL HASTINGS JANOFSKY & WALKER,0,0,0,4,4
PBS SOLICITORS,1,0,0,3,4
PHILLIPS GREEN SOLICITORS LIMITED,0,0,0,4,4
PLACIDI LAW COMPANY,0,0,0,4,4
POWIS & CO,0,0,1,3,4
QUANTICKS,0,0,0,4,4
QUINN BARROW,1,0,1,2,4
R BELL & SON SOLICITORS,0,0,0,4,4
RALPH & CO,0,0,0,4,4
RHJ DEVONSHIRE LIMITED,0,0,0,4,4
RKS SOLICITORS (DEWSBURY) LIMITED,0,0,0,4,4
ROBERTS ROSE PARTNERSHIP,0,0,1,3,4
ROOKS RIDER,0,0,0,4,4
ROW & SCOTT LIMITED,0,0,0,4,4
SANDHU & SHAH,0,0,1,3,4
SCANLANS,0,0,0,4,4
SELECT CONVEYANCERS LTD,0,0,0,4,4
SEYMOURS SOLICITORS,0,0,0,4,4
SHEFFIELD CITY COUNCIL,0,0,0,4,4
SHENTONS,0,0,0,4,4
SHIPTON HALLEWELL & CO,1,0,1,2,4
SHRANKS SOLICITORS,0,0,0,4,4
SIMONS MUIRHEAD & BURTON,0,0,1,3,4
SMART LAW SOLICITORS LLP,0,0,0,4,4
SMITHFIELD PARTNERS,0,0,0,4,4
SOLICITORS TITLE,0,0,0,4,4
SOLOMON LAW,0,0,0,4,4
SPROULL SOLICITORS LLP,1,0,0,3,4
STAMP JACKSON & PROCTER,0,0,1,3,4
STAPLETON & SON,1,0,1,2,4
STEVENS SON & POPE,0,0,1,3,4
STEVENSDRAKE,0,0,0,4,4
STRADBROOKS GLOBAL LIMITED,0,0,0,4,4
SWAN & DALE LLP,0,0,0,4,4
SWINBURNE SNOWBALL & JACKSON,0,0,2,2,4
SYLVIA PARSONAGE T/A PARSONAGE & CO,0,0,0,4,4
T J BALL & CO,0,0,0,4,4
Taylor Vinters,0,0,1,3,4
THANKEY MAHET LEGAL LTD,0,0,2,2,4
THOMAS & GABRIEL SOLICITORS LTD,0,0,0,4,4
THOMAS DUNTON SOLICITORS,0,0,0,4,4
THOMAS R JONES & SONS,0,0,1,3,4
THURNHILLS,0,0,0,4,4
TRUELEGAL SOLICITORS,0,0,0,4,4
TYLER LAW LTD,0,0,1,3,4
UNDERHILL LANGLEY & WRIGHT,0,0,1,3,4
UNITED WELSH HOUSING ASSOC LTD,0,0,4,0,4
VALE SOLICITORS LTD,0,0,0,4,4
VANESSA NEWMAN PROP LAWYERS LTD,0,0,0,4,4
VERITAS LAW,0,0,0,4,4
W H DARBYSHIRE LIMITED,0,0,1,3,4
WAUGH & MUSGRAVE,0,0,1,3,4
WAUGHS,0,0,1,3,4
WAYNE LEIGHTON,0,0,0,4,4
WHITEFIELDS SOLICITORS,0,0,0,4,4
WHITEHEAD VIZARD,0,0,0,4,4
WHITESTONE SOLICITORS,0,0,0,4,4
WILKINSON & BUTLER,0,0,0,4,4
WILMOT & CO SOLICITORS LLP,0,0,0,4,4
WLS SOLICITORS LIMITED,1,0,3,0,4
WOODCOCK & THOMPSON,0,0,0,4,4
WOOLLASTONS,0,0,0,4,4
YOUNG & CO (LONGTON),1,0,0,3,4
A J CARELESS LIMITED,0,0,0,3,3
A S SOLICITORS,0,0,0,3,3
ACKLAND & CO,0,0,0,3,3
ADDISON LAW SOLICITORS,0,0,1,2,3
ADONAI BEULAH SOLICITORS LIMITED,0,0,0,3,3
AHMAD & WILLIAMS SOLICITORS,0,0,0,3,3
ALBINSON NAPIER,0,0,2,1,3
ALFRED LEDGER & SONS,0,0,1,2,3
ALISON JANE MCVAY SOLICITORS,1,0,1,1,3
ALLIED SOLICITORS,0,0,0,3,3
Andrew & Co LLP,0,0,2,1,3
ANTHONY CARROLL & CO,0,0,1,2,3
ANTHONY CLARK & CO,0,0,1,2,3
ARMSTRONG & CO,0,0,0,3,3
ASHFORD BOROUGH COUNCIL,0,0,0,3,3
ASHLEY ALEXANDER LIMITED,0,0,0,3,3
ASHURST LLP,0,0,0,3,3
ASHWELLS LAW LLP,0,0,0,3,3
ATTWOODS,0,0,0,3,3
AWB PARTNERSHIP,0,0,0,3,3
AWH LEGAL LTD,0,0,1,2,3
BAILEY & COGGER,0,0,1,2,3
BAINES WILSON,0,0,0,3,3
BANAHAN ROGERS SMITH LIMITED,0,0,1,2,3
BANK VIEW SOLICITORS LIMITED,1,0,1,1,3
BANKS KELLY SOLICITORS LIMITED,0,0,0,3,3
BARKER GILLETTE,0,0,1,2,3
BARRETT & THOMSON,0,0,0,3,3
BARRINGTONS,0,0,0,3,3
BAXTERS,0,0,0,3,3
BENNETT GRIFFIN & PARTNERS,0,0,1,2,3
BEVERLY DAVIES PENNY,0,0,1,2,3
BEYOND CORPORATE LIMITED,0,0,0,3,3
BLOCKS SOLICITORS,0,0,1,2,3
BOURNE JAFFA & CO,0,0,0,3,3
BOWENS,0,0,0,3,3
BOWER COTTON SOLICITORS,0,0,0,3,3
BOWERS SOLICITORS,0,0,0,3,3
BRACHER RAWLINS LLP,0,0,1,2,3
BRAMHALL SOLICITORS,0,0,0,3,3
BRETT HOLT SOLICITORS,0,0,0,3,3
BREVITTS SOLICITORS,0,0,3,0,3
BRITTON & CO,0,0,0,3,3
BYRNE FRODSHAM,0,0,0,3,3
CAMBRIDGE SOLICITORS LLP,0,0,0,3,3
CANTELLI & CO,0,0,1,2,3
CANTOR LAW LIMITED,0,0,0,3,3
CAPRON & HELLIWELL,0,0,1,2,3
CAPSTONE SOLICITORS,0,0,0,3,3
CARPENTER SINGH,1,0,1,1,3
CARTER DEVILLE,0,0,1,2,3
CC LAW,0,0,0,3,3
CHAMBERLAINS,0,0,0,3,3
CHANCELLORS LEA BREWER LLP,0,0,0,3,3
CHARLES CLARKE & CO,0,0,0,3,3
CHILTERN LEGAL LIMITED,0,0,1,2,3
CLEAVER THOMPSON LIMITED,0,0,1,2,3
CLOWES & CO LLP,0,0,2,1,3
CLP LIMITED,1,0,0,2,3
COMMONHOLD AND LEASEHOLD EXP LTD,0,0,0,3,3
CONWAY & CO,0,0,0,3,3
CONWAY MCILLMURRAY SOLICITORS,0,0,2,1,3
COOPER LINGARD SOLICITORS,0,0,0,3,3
CORNWALL COUNCIL,0,0,1,2,3
CRAMPTON PYM LEWIS,0,0,1,2,3
CRUICKSHANKS,0,0,0,3,3
CURTIS PARKINSON,0,0,1,2,3
DECIMUS FEARON SOLICITORS,0,0,0,3,3
DEVEREUX & CO SOLICITORS,0,0,0,3,3
DEVINE LAW,0,0,1,2,3
DEVON LAW,0,0,1,2,3
DIAMONDS SOLICITORS LTD,0,0,0,3,3
DIBBENS SOLICITORS,0,0,0,3,3
DUNCAN RANN ASSOCIATES LIMITED,0,0,2,1,3
EDDOWES WALDRON,0,0,1,2,3
EDELL JONES & LESSERS,0,0,0,3,3
EDMONDSONS,0,0,0,3,3
ELGEE PINKS,0,0,0,3,3
ELSE SOLICITORS LLP,0,0,0,3,3
EQUITY SOLICITORS,0,0,0,3,3
ERIC COWSILL,0,0,0,3,3
EVANS POWELL & CO,0,0,1,2,3
EWINGS,0,0,0,3,3
FELDON DUNSMORE SOLICITORS,0,0,0,3,3
FMGS LAW LTD,0,0,0,3,3
FORRESTERS SOLICITORS LIMITED,0,0,1,2,3
FRANK BRAZELL & PARTNERS LIMITED,0,0,2,1,3
GABB & CO,0,0,0,3,3
GABB LEGAL LTD,0,0,2,1,3
GALES,0,0,0,3,3
GARDINERS,0,0,0,3,3
GARDNER THORPE,0,0,0,3,3
GARWOOD & TAN LIMITED,0,0,0,3,3
GARY JONES SOLICITORS,1,0,0,2,3
GEDYE & SONS (SOLICITORS) LTD,0,0,1,2,3
GELBERGS LLP,0,0,0,3,3
GEOFFREY TEW & CO,0,0,0,3,3
GEORGE ANTHONY ANDREWS,0,0,0,3,3
GHW SOLICITORS LLP,0,0,1,2,3
GIBSON YOUNG,0,0,0,3,3
GJ TEMPLEMAN SOLICITORS LIMITED,0,0,0,3,3
GLAISYERS SOLICITORS,0,0,1,2,3
GLASSBROOKS LTD,0,0,1,2,3
GLENVILLE WALKER & PARTNERS LTD,0,0,0,3,3
GLOBE WAREING CROPPER,0,0,0,3,3
GOAD & BUTCHER,0,0,3,0,3
GOODWIN COWLEY,0,0,0,3,3
GRAHAME STOWE BATESON,0,0,0,3,3
GRAYS SOLICITORS,0,0,0,3,3
GREATER LONDON SOLICITORS,0,0,0,3,3
GREATHEAD AND WHITELOCK SOLICITORS,0,0,1,2,3
GSC SOLICITORS LLP,0,0,3,0,3
H JENKINS & HUGHES,0,0,0,3,3
H&F LEGAL LIMITED,0,0,0,3,3
HALL AND BIRTLES LIMITED,0,0,1,2,3
HALL AND BIRTLES LIMITED,0,0,2,1,3
HANSARDS SOLICITORS,0,0,0,3,3
HANSLIP WARD & COMPANY LIMITED,0,0,1,2,3
HARBANS SINGH & CO,0,0,0,3,3
HARDMAN & WHITTLES,0,0,0,3,3
HARDMAN WOOD,0,0,0,3,3
HARDMANS SOLICITORS (DEAL),0,0,0,3,3
HARPER & ODELL,0,0,3,0,3
HARROP WHITE VALLANCE & DAWSON,0,0,1,2,3
HART JACKSON & SONS,1,0,0,2,3
HARVEY ROBERTS & CO,0,0,0,3,3
HATTEN WYATT & CO,0,0,1,2,3
HAWKINS ROSS,0,0,1,2,3
HAWKRIDGE & CO,0,0,1,2,3
HERBERT LEWIS SOLICITORS,0,0,0,3,3
HOBBS LAW LLP,0,0,0,3,3
HORIZON LAW,0,0,0,3,3
HOWARD HYMAN & CO,0,0,0,3,3
HUJAN & CO,0,0,0,3,3
HUMPHREY ROBERTS & BOLT,0,0,2,1,3
HUMPHREYS & CO,0,0,1,2,3
HUTCHINSON & BUCHANAN,0,0,1,2,3
INTEGRA SOLICITORS LIMITED,0,0,0,3,3
J GARRARD & ALLEN,1,0,0,2,3
J H POWELL & CO,0,0,2,1,3
J O'NEILL & CO SOLICITORS,0,0,0,3,3
J SCOTT & CO SOLICITORS LIMITED,0,0,0,3,3
JACKSON QUINN,0,0,0,3,3
JACOBS SOLICITORS INC DE CORDOVA ALIS & FILCE,1,0,0,2,3
JAMES E BAIRD,0,0,2,1,3
JANE HARTLEY ASSOCIATES LIMITED,0,0,1,2,3
JASON PROSSER LAW LTD,0,0,0,3,3
JAYCON LEGAL SOLICITORS,0,0,0,3,3
JC LAWYERS LIMITED,0,0,0,3,3
JEYA & CO,0,0,1,2,3
JOHN BAYLES & CO,0,0,0,3,3
JOHN BROMFIELD & COMPANY LIMITED,0,0,0,3,3
JOHN LAWSON,0,0,0,3,3
JOHNSONS SOLICITORS LIMITED,0,0,1,2,3
JONES DAY,0,0,0,3,3
JS LAW PARTNERSHIP,0,0,0,3,3
JULLIZ SOLICITORS LLP,0,0,0,3,3
JUSTICE SOLICITORS,0,0,2,1,3
KALEE LAU & CO SOLICITORS,0,0,0,3,3
KARSLAKES SOLICITORS,0,0,1,2,3
KERR & CO,0,0,0,3,3
KETTERING BOROUGH COUNCIL,0,0,0,3,3
KEVILLS,0,0,1,2,3
KEVIN HENCHLEY T/A HENCHLEYS,0,0,1,2,3
KHAN & CO,0,0,1,2,3
KING PRIOR MACDONALD BRIDGE,0,0,0,3,3
LANCASTER SOLICITORS,0,0,0,3,3
LAND LAW LLP,0,0,2,1,3
LANDONS,0,0,0,3,3
LCF LAW LIMITED,0,0,1,2,3
LEGAL SOLUTIONS ADVOCATES & SOLS,0,0,0,3,3
LEGEND SOLICITORS LIMITED,0,0,1,2,3
LETCHERS SOLICITORS,0,0,0,3,3
LEWES SMITH,0,0,1,2,3
LEWIS & CO SOLICITORS LIMITED,0,0,2,1,3
LINGS,0,0,0,3,3
LINKLAW SOLICITORS,0,0,1,2,3
LUFF BROOK CARTER,0,0,0,3,3
LUNA LAW LIMITED,0,0,0,3,3
M A LAWYERS LTD,0,0,0,3,3
M J DARBY & CO,0,0,0,3,3
Macmillans,0,0,1,2,3
MACROBERTS LLP,0,0,0,3,3
MARGETTS & RITCHIE,0,0,1,2,3
MATINI MONTECRISTO SOLICITORS,0,0,0,3,3
MAURICE TURNOR GARDNER LLP,0,0,0,3,3
MDLS SOLICITORS LIMITED%,0,0,1,2,3
MERALI BEEDLE LLP,0,0,0,3,3
METCALFES,0,0,1,2,3
METIS LAW LLP,0,0,0,3,3
MICHAEL J WEY & CO,0,0,1,2,3
Michael W Pipe,0,0,2,1,3
MILLER PARRIS,0,0,1,2,3
MIR & CO SOLICITORS,0,0,1,2,3
MOHABIRS,0,0,1,2,3
MONRO WRIGHT & WASBROUGH LLP,0,1,0,2,3
MORGAN & WISEMAN SOLICITORS LTD,0,0,0,3,3
MORGANS,0,0,1,2,3
MORTIMERS,0,0,1,2,3
MT UK SOLICITORS LIMITED,0,0,0,3,3
MUCKLE LLP,0,0,2,1,3
MULCAHY SMITH,0,0,2,1,3
MUSCATT WALKER HAYIM,0,0,0,3,3
N C MORRIS & CO LLP,0,0,0,3,3
NATIONAL LAW PARTNERS LIMITED,1,0,0,2,3
NELSON MCLEAN LIMITED,0,0,0,3,3
NEXUS SOLICITORS,0,0,1,2,3
NICHOLLS HENSTOCK AND STEVENSON,0,0,1,2,3
NICHOLSON PORTNELL,1,0,0,2,3
NORTON CONNOR LIMITED,0,0,1,2,3
NOVA SOLICITORS LIMITED,0,0,0,3,3
NUNEATON & BEDWORTH BOROUGH COUNCIL,0,0,2,1,3
OATES HANSON,0,0,0,3,3
PALMERS SOLICITORS (LEATHERHEAD),0,0,0,3,3
PARKER ARRENBERG,0,0,1,2,3
PATRICK LAWRENCE SOLICITORS,0,0,1,2,3
PAUL BROOK SOLICITORS,0,0,1,2,3
PAUL BULLEN & CO,0,0,0,3,3
PCM SOLICITORS,0,1,0,2,3
PEACE REVITT,0,0,0,3,3
PERFECTLY LEGAL LLP,0,1,0,2,3
PERSIMMON (SOUTHERN REGION - ESSEX OFFICE),0,0,0,3,3
PHIL SOLICITORS,0,0,1,2,3
PHILLIP J WATTERS SOLICITORS,0,0,0,3,3
PINDORIA SOLICITORS LIMITED,0,0,0,3,3
PLATINUM PARTNERSHIP SOLICITORS,0,0,0,3,3
PLEASS THOMSON & CO,0,0,1,2,3
PLUCK ANDREW & CO,0,0,1,2,3
POOLEYS SOLICITORS LLP,0,0,2,1,3
POTTER OWTRAM & PECK,0,0,1,2,3
POWELLS WITH CHAWNER GREY,0,0,0,3,3
PRAKTICE LEGAL,0,0,0,3,3
PRETTYS SOLICITORS,0,0,0,3,3
R & A SOLICITORS LIMITED,0,0,0,3,3
R GEORGE DAVIES & CO,0,0,0,3,3
RADCLIFFE LE BRASSEUR,0,0,1,2,3
RAHMAN & CO SOLICITORS,0,0,0,3,3
RAKKANI SOLICITORS,0,0,0,3,3
RAYMOND SAUL & CO,0,0,0,3,3
RED ROSE LAW SOLICITORS LIMITED,0,0,0,3,3
REDBIRD CONVEYANCING,0,0,0,3,3
REGLER & COMPANY,0,0,2,1,3
REILLY & CO SOLICITORS LTD,0,0,0,3,3
RENATA STEGGLES,0,0,0,3,3
RHODDA & CO,0,0,0,3,3
RICHARD PEARLMAN LLP,0,0,0,3,3
RIGHT LAW,0,0,0,3,3
RISEAM SHARPLES,0,0,0,3,3
ROBYNS OWEN,0,0,0,3,3
ROGER BROOKER & CO,0,0,0,3,3
RONALD FLETCHER & CO,0,0,0,3,3
ROSEMARY HANDLEY PROPERTY LAWYER,0,0,1,2,3
ROSLING KING LLP,0,0,0,3,3
RUNDLEWALKER (DUDMAN SHAW T/A),0,0,0,3,3
RUSSELL & CO (MALVERN),0,0,0,3,3
SALMONS,0,0,0,3,3
SAMUEL AND CO SOLICITORS,0,0,0,3,3
SAMUEL PALIN SOLICITOR,0,0,0,3,3
SANDERS WITHERSPOON LLP,0,0,0,3,3
SARAH JANE PERT,1,0,0,2,3
SAULET TOWNSEND,1,0,0,2,3
SAUNDERS ROBERTS SOLICITORS,0,0,1,2,3
SCOTT WALBY LLP,0,0,0,3,3
SEHGAL & CO,0,0,1,2,3
SELIG & PARTNERS LIMITED,0,0,0,3,3
SERENITY LAW LLP,0,0,1,2,3
SHACKLOCKS,0,0,0,3,3
SHARP & RIMMER,0,0,2,1,3
SHERIDANS SOLICITORS,0,0,0,3,3
SHERWOOD-SMITH TILLEY & CO,0,0,0,3,3
SHIRLEY M EVANS SOLICITOR LIMITED,0,0,0,3,3
SHORT RICHARDSON & FORTH LLP,0,0,1,2,3
SINGH KARRAN & COMPANY,0,0,1,2,3
SONA SOLICITORS,1,0,0,2,3
SP LAW,0,0,1,2,3
SPECTRUM SOLICITORS,1,0,0,2,3
SRI KANTH & CO SOLICITORS,0,0,0,3,3
SRIHARANS,0,0,1,2,3
STACHIW BASHIR GREEN,0,0,0,3,3
STAMP JAMES LLP,0,0,0,3,3
STANTON & DORAN,0,0,0,3,3
STEPHENSON HARWOOD,0,0,0,3,3
STEPTOE & JOHNSON,0,0,0,3,3
SURREY HILLS SOLICITORS LLP,0,0,0,3,3
SYLVESTER AMIEL LEWIN & HORNE,0,0,0,3,3
T S EDWARDS & SON,0,0,1,2,3
TANNERS SOLICITORS LLP,0,0,0,3,3
TAYLOR BROWN SOLICITORS,1,0,0,2,3
TAYLORS SOLICITORS,0,0,0,3,3
TEIFI LAW LIMITED,0,0,2,1,3
TERRELLS LLP,0,0,3,0,3
THE FOSTER PARTNERSHIP LIMITED,0,0,3,0,3
THE HILLMAN PARTNERSHIP,0,0,0,3,3
THE LEGAL HOUSE,0,0,0,3,3
THE MITCHELL PLAMPIN PARTNERSHIP,0,0,1,2,3
THE ROBERT DAVIES PARTNERSHIP LLP,0,0,3,0,3
TKD SOLICITORS,0,0,0,3,3
TOWLER BROWN SOLICITORS,0,0,2,1,3
UNDERWOOD SOLICITORS,0,1,0,2,3
VC LAW LTD,0,0,0,3,3
VICKERY CONVEYANCING LIMITED,0,0,0,3,3
VICTOR AIGBOGUN,0,0,0,3,3
VIVASH BRAND LLP,0,0,0,3,3
W DAVIES LLP,0,0,1,2,3
W W & J MCCLURE,0,0,0,3,3
WALTER GRAY & CO,0,0,1,2,3
WATSON FARLEY & WILLIAMS LLP,0,0,0,3,3
WEBSTERS,0,0,1,2,3
WHATLEY WESTON & FOX,0,0,1,2,3
WHETHAM & GREEN,0,0,2,1,3
WILLIAM BAILEY,0,0,0,3,3
WILLIAM HARRIS SOLICITORS,0,0,1,2,3
WILLS CHANDLER,0,0,1,2,3
WSM SOLICITORS,0,0,0,3,3
WYLIE KAY,0,0,0,3,3
A.C.S.L. LTD,0,0,0,2,2
A.S MATTHEWS LTD (OFFICE ACCOUNT),0,0,0,2,2
ABBOTT SOLICITORS LLP,0,0,0,2,2
ABS SOLICITORS LLP,0,0,0,2,2
ACKERS SOLICITORS,0,0,0,2,2
ADCOCKS,0,0,1,1,2
AFFINITY SEVEN LAW SOLICITORS LTD,0,0,0,2,2
AIM LEGAL LIMITED,0,0,0,2,2
ALAN HALL,0,0,1,1,2
ALBAN GOULD BAKER & CO,0,0,0,2,2
ALEXANDER NEIL SOLICITORS,0,0,0,2,2
ALISTER PILLING SOLICITORS,0,0,0,2,2
ALLENS CONVEYANCING,0,0,1,1,2
ALUN THOMAS & JOHN,0,0,2,0,2
AMS SOLICITORS LIMITED,0,0,1,1,2
ANDREW CROFT & CO SOLICITORS,0,0,0,2,2
ANTHONY HARRIS,0,0,0,2,2
ANTONY A HOLMES,0,0,1,1,2
ARCHDEACON RUSSELL & CO,0,0,0,2,2
ASSERSON LAW,0,0,0,2,2
ATICUS LAW LIMITED,0,0,1,1,2
AUGHTON AINSWORTH INTERNATIONAL SOLICITORS,0,0,0,2,2
AUSTIN & CARNLEY,0,0,0,2,2
AVERY & WALTERS LIMITED,0,0,1,1,2
AVISONS LAW LTD,0,0,1,1,2
BAILEYS (CHEADLE),0,0,1,1,2
BAKER LAW LLP,0,0,1,1,2
BAKER MACDONALD,0,0,0,2,2
BARNSLEY METROPOLITAN BOROUGH COUNCIL,0,0,1,1,2
BARON GREY LIMITED,0,0,0,2,2
BARRETT & ASSOCIATES,0,0,0,2,2
BARRY & CO,0,0,0,2,2
BARTLETTS,0,0,1,1,2
BEAUFORT MONTAGUE HARRIS,0,0,0,2,2
BELL & BUXTON LLP,0,0,1,1,2
BENNETT SMITH PARTNERSHIP,0,0,0,2,2
BERRYMANS LACE MAWER LLP,0,0,0,2,2
BHOGAL PARTNERS,0,0,0,2,2
BINAS SOLICITORS,0,0,0,2,2
BIRD & BIRD,0,0,0,2,2
BISHOP & CO,0,0,0,2,2
BMD LAW,0,0,0,2,2
BOOKERS & BOLTON,0,0,1,1,2
BOSLEY & CO,0,0,1,1,2
BOWDEN JONES SOLICITORS,0,0,0,2,2
BP LEGAL,0,0,1,1,2
BPS SOLICITORS,0,0,1,1,2
BRADFORD & CO,0,0,1,1,2
BRAITCH SOLICITORS,0,0,0,2,2
BRIAN MACKENOW & CO,0,0,0,2,2
BRIDGEMAN KETTLE,0,0,0,2,2
BRINLEY MORRIS REES & JONES,0,0,0,2,2
BRM LEGAL,0,0,0,2,2
BROADBENTS,0,0,0,2,2
BROADWAY SOLICITORS,0,0,0,2,2
BRODIES LLP,0,1,0,1,2
BRUMELL & SAMPLE,0,0,0,2,2
BTMK SOLICITORS LTD T/A BTMK TODMA,0,0,0,2,2
BUCHANANS SOLICITORS,0,0,0,2,2
BURGESS OKOH SAUNDERS LIMITED,0,0,0,2,2
BURKILL GOVIER,0,0,0,2,2
BURROUGH'S,0,0,0,2,2
BURTONWOODS,0,0,0,2,2
C M ATIF & CO SOLICITORS,0,0,0,2,2
C M BROADBENT,0,0,0,2,2
CAERPHILLY COUNTY BOROUGH COUNCIL,0,0,0,2,2
CAISSON TURNER LEGAL SERVICES,0,0,0,2,2
CALLIDUS LAW LIMITED,0,0,1,1,2
CANBOLAT LTD T/A GULSEN & CO SOLS,0,0,0,2,2
CARLTONS SOLICITORS,0,0,0,2,2
CAROLINE GRACE TRADING AS GRACE &,0,0,0,2,2
CARYS L HUGHES,0,0,0,2,2
CELTIC LAW LIMITED,0,0,0,2,2
CG NAYLOR,0,0,0,2,2
CHARLES COLEMAN & CO (READING),0,0,1,1,2
CHARLES COOK & COMPANY LIMITED,0,0,1,1,2
CHARLES PLATEL & PARTNERS,0,0,1,1,2
CHENNELLS,0,0,0,2,2
CHESHIRE EAST BOROUGH COUNCIL,0,0,1,1,2
CHETNA & CO SOLICITORS,0,0,0,2,2
CHISHOLMS,0,0,0,2,2
CHRISTOPHER KEY & CO,0,0,1,1,2
CITY LAW CHAMBERS,0,0,1,1,2
CITY OF WESTMINSTER COUNCIL,0,0,0,2,2
CITY OF YORK COUNCIL,0,0,0,2,2
CLAPHAM LAW LLP,0,0,0,2,2
CLARK HOLT COMMERCIAL SOLICITORS,0,0,0,2,2
CLARKSON HIRST,0,0,0,2,2
CLC (AKA COMMUNITY LAW CLINIC LTD ),0,0,0,2,2
CLEVERDONS,0,0,0,2,2
CLIFFORD SMITH & BUCHANAN,0,0,0,2,2
CLINTONS,0,0,0,2,2
CLS SOLICITORS,0,0,0,2,2
COLLINS SOLICITORS,0,0,0,2,2
CONSTANTINE & SUMMERS,0,0,0,2,2
COOPER SONS HARTLEY AND WILLIAMS,0,0,1,1,2
CORNFIELD LAW LLP,0,0,0,2,2
Countrywide Tax & Trust Corporation,0,0,1,1,2
COURTYARD SOLICITORS,0,0,0,2,2
COWANS SOLICITORS LLP,0,0,2,0,2
CREE GODFREY & WOOD,0,0,0,2,2
CURREY & CO LLP,0,0,0,2,2
CURZON GREEN SOLICITORS,0,0,0,2,2
CUTHBERTSONS,0,0,0,2,2
D & A SOLICITORS,0,0,0,2,2
D R JAMES & SON,0,0,0,2,2
DACK PEARSON,0,0,0,2,2
DAKERS,0,0,1,1,2
DAKERS MARRIOTT SOLICITORS,0,0,0,2,2
DALTONS SOLICITORS,0,0,0,2,2
DAVENPORT & SCOTT,1,0,1,0,2
DAVID & ROY THOMAS & CO,1,0,0,1,2
DAVID JONES (SOLICITORS) LTD,0,0,0,2,2
DAVID TAGG & CO,0,0,0,2,2
DAVIES INGRAM & HARVEY,0,0,1,1,2
DAWSON CORNWELL,0,0,2,0,2
DERWENT LAW LIMITED,0,0,0,2,2
DJK SOLICITORS,0,0,1,1,2
DODD LEWIS,0,0,0,2,2
DOLMANS,0,0,0,2,2
DOMINIC & CO SOLICITORS LTD,0,0,0,2,2
DOWNIE & GADBAN,0,0,1,1,2
DTS LAW LTD,0,0,0,2,2
DUNCAN A PICKERING SOLICITOR,0,0,0,2,2
E REX MAKIN & CO,0,0,0,2,2
EAMONN SOLICITORS LTD,0,0,0,2,2
EDWARD HARTE LLP,0,0,0,2,2
Edwards Abrams Doherty,2,0,0,0,2
