"supplier_name","account_name","service","order_date","total_value","cpv_codes"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-03-04","78780.2","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-03-04","12917.8","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-03-12","63021","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-03-26","40974","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-04-22","12918","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-04-23","121352","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-04-23","78780.2","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-05-21","7192","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-05-21","6444","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-05-26","1456220","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-05-26","945363","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","2015-05-26","155014","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2015-10-16","14909.3","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2015-12-08","106314","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2015-12-08","106314","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-01-11","425254","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-02-24","66540","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-04-28","94708","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-04-28","917514","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-04-28","563111","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-05-13","5021","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-10-25","563111","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-10-26","17504","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2016-11-10","54217","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2017-03-20","48775.2","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2017-05-25","586343","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2017-05-25","586343","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2017-05-25","47353","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"AGILISYS LIMITED","AGILISYS CONTRACT","NEIGHBOURHOODS AND ENVIRONMENT","2017-08-29","20724.5","72222100 72222200 |72000000 |72261000 |72000000 |72000000 |48000000 |79410000 79414000 79415000 79416000 79417000 79418000 79419000 |72000000 |79411000 79413000 |66170000 72000000 73220000 |79418000 66171000 79221000 79412000 73220000 79411100 66170000 79411000 72221000 72224000 79414000 79400000 98200000 79410000 "
"ALLIANCE DISPOSABLES LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2019-06-13","32982.5","39222100 |39222100 |19640000 33700000 39800000 |39310000 |79993100 |39222000 |39310000 |24000000 33711500 33760000 33770000 39800000 98341130 |39220000 "
"ALLIED HEALTHCARE GROUP LIMITED","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","2014-12-23","57000","85300000 |85000000 |85000000 |85000000 |85000000 |85000000 |85000000 |85000000 |85000000 85310000 85320000 |85000000 |85000000 "
"ANIXTER LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2015-04-17","6577","44530000 "
"ARC ADOPTION NORTH EAST","ADOPTION PAYMENTS","CHILDREN’S SOCIAL CARE","2017-11-14","18000","85000000 |85000000 "
"ARCO","EQUIPMENT - GENERAL","ECONOMY AND ENVIRONMENT","2014-11-21","8082.3","33741300 |35113410 |39830000 33711900 24000000 33741300 |18100000 |71317210 |33741300 |18000000 |35113400 |71000000 |18000000 |33140000 |18143000 |18000000 35113400 |44000000 |18110000 |18143000 |71310000 |44510000 |98311000 98311100 98311200 |18110000 18221000 18222000 35113400 |39830000 |18100000 |18830000 |18100000 18800000 18440000 |39530000 39532000 |18000000 |35113400 |18000000 |18100000 18424000 33735100 35113400 |18000000 18400000 18100000 18220000 18410000 18222000 18221000 |18000000 |35113400 |39800000 |18000000 18100000 35000000 35811100 35811200 |79212000 90714000 44423200 71317200 45111230 |18143000 18830000 |72000000 |18100000 |39800000 39830000 39831000 39525800 39224340 39525810 |18000000 |18000000 34992000 35113100 35113400 35113410 39800000 |31518200 35110000 35111300 35111400 35111500 39525400 44115500 51700000 |18000000 |39224000 39224320 39833000 39224350 39224100 39525800 39525100 39224200 39514200 39525600 34928480 39224330 39224310 |39800000 |33711900 33741300 39830000 98320000 |181000"
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2017-05-21","41160","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"ATKINS LIMITED","SITE INVESTIGATION","NEIGHBOURHOODS AND ENVIRONMENT","2017-06-12","10000","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"ATKINS LIMITED","REPAIRS & ALTS OF BUILDINGS","PROPERTY AND HIGHWAYS","2017-11-09","44040","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2017-11-20","40488","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2018-04-13","100750","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"ATKINS LIMITED","ROADWORKS","PROPERTY AND HIGHWAYS","2018-05-23","110659","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
