"supplier_name","account_name","service","order_date","total_value","cpv_codes"
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","2015-08-25","28860","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","2015-12-15","12250","72000000 |72261000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","2016-03-30","11975.7","72000000 |72261000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","2018-11-29","5525","48000000 72000000 |48812000 |48160000 |72262000 |48000000 72000000 |72227000 |48217000 |72000000 |72212600 |48517000 |72000000 |48000000 |72261000 |66100000 |72000000 |48442000 |48000000 |48000000 |48000000 |48000000 72260000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","2019-01-28","35235","48000000 72000000 |72230000 |48812000 |48160000 |72262000 |48000000 72000000 |72227000 |48217000 |72000000 |72212600 |48517000 |72000000 |48000000 |72261000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |48000000 72260000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","2019-01-28","15000","48000000 72000000 |72230000 |48812000 |48160000 |72262000 |48000000 72000000 |72227000 |48217000 |72000000 |72212600 |48517000 |72000000 |48000000 |72261000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |48000000 72260000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","2019-02-28","24843","48000000 72000000 |48000000 |72230000 |48812000 |48160000 |72262000 |48000000 72000000 |72227000 |48217000 |72000000 |72212600 |48517000 |72000000 |48000000 |72261000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |48000000 72260000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","2019-03-11","5976.52","48000000 72000000 |48000000 |72230000 |48812000 |48160000 |72262000 |48000000 72000000 |72227000 |48217000 |72000000 |72212600 |48517000 |72000000 |48000000 |72261000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |48000000 72260000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","2019-03-11","10393.8","48000000 72000000 |48000000 |72230000 |48812000 |48160000 |72262000 |48000000 72000000 |72227000 |48217000 |72000000 |72212600 |48517000 |72000000 |48000000 |72261000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |48000000 72260000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","RESOURCES","2019-06-27","396933","48000000 72000000 |48000000 |48000000 |72230000 |48812000 |48160000 |72262000 |48000000 72000000 |48442000 |48000000 72261000 72266000 |48217000 |48000000 |72000000 |48517000 |48000000 |72261000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2015-01-20","7000","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2015-03-20","16380","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2015-04-01","21985.8","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2015-04-01","24346.2","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","PURCHASE OF ICT SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2015-05-21","28800","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2015-07-06","21983.4","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2015-10-06","8128.37","72261000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","PROFESSIONAL FEES","FINANCE SERVICES","2015-12-11","9000","72000000 |72261000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-03-21","42058.2","72000000 |72261000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-03-23","24516.6","72000000 |72261000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-03-23","22139.7","72000000 |72261000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-05-11","16983","72000000 |72261000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-10-24","8447.12","72212218 72267000 |72000000 |72000000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48000000 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-01-25","22582.5","79512000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48000000 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-03-01","21041.2","79512000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48000000 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-03-13","42058.2","79512000 |48610000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48000000 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-03-16","16625.7","79512000 |48610000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48000000 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-09-25","8742.77","48160000 |48217000 |48000000 |48000000 |72000000 |79512000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48000000 "
"COVENTRY CITY COUNCIL","ADOPTION PAYMENTS","CHILDREN’S SOCIAL CARE","2017-12-13","18000","44212000 44000000 |45111000 |70110000 70112000 45211360 45000000 45213112 45212150 45212000 45211341 |72320000 |44211100 |34927100 |85000000 |90500000 |44132000 44163112 45221220 |85000000 |44113320 14212000 44113700 44113900 14210000 44113300 44113000 44113800 44113310 14213000 14212200 44113140 |85000000 85311000 85144100 85144000 |85000000 85310000 85100000 |85311300 |44212000 |73000000 71631480 |79540000 79530000 |15890000 |16000000 31120000 31518000 34142000 42122000 42410000 42641000 43000000 44211000 45212000 |45233000 |16000000 34142100 34144410 34144710 34921100 42000000 43000000 45233222 76300000 "
"CRITIQOM LIMITED","PRINTING","EARLY HELP AND SCHOOLS","2017-03-07","8000","22000000 |22821000 "
"CRITIQOM LIMITED","PRINTING","EARLY HELP AND SCHOOLS","2018-01-31","11080.1","79800000 |79800000 |64110000 |22821000 "
"CRITIQOM LIMITED","POSTAGE","FINANCE SERVICES","2016-11-04","50000","22000000 |22821000 "
"CRITIQOM LIMITED","SOFTWARE","RESOURCES","2017-05-03","46000","64110000 |22000000 |22821000 "
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","2017-05-24","50000","64110000 |22000000 |22821000 "
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","2017-07-26","50000","64110000 |22000000 |22821000 "
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","2017-12-04","50000","79800000 |64110000 |22821000 "
"CRITIQOM LIMITED","POSTAGE","RESOURCES","2018-04-04","29976.3","79800000 |79800000 |22821000 |79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","2018-04-06","11483","79800000 |79800000 |22821000 |79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","POSTAGE","RESOURCES","2018-04-09","5681.12","79800000 |79800000 |22821000 |79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","POSTAGE","RESOURCES","2018-04-09","45000","79800000 |79800000 |22821000 |79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","2018-04-09","20000","79800000 |79800000 |22821000 |79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","2018-05-10","16130","79800000 |79800000 |22821000 |79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","POSTAGE","RESOURCES","2018-05-10","33690","79800000 |79800000 |22821000 |79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","POSTAGE","RESOURCES","2019-02-05","20000","79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","2019-04-02","13521","79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","POSTAGE","RESOURCES","2019-04-02","40252.4","79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","POSTAGE","RESOURCES","2019-04-07","50000","79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","2019-04-11","20000","79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","PRINTING","RESOURCES","2019-04-12","5000","79800000 |79800000 |22821000 "
"CRITIQOM LIMITED","POSTAGE","RESOURCES","2019-08-05","49999","79800000 |79800000 "
"CRITIQOM LIMITED","PRINTING & STATIONERY","RESOURCES","2019-10-14","20000","79800000 |79800000 |79800000 "
"CRITIQOM LIMITED","PRINTING","RESOURCES","2017-06-19","5000","64110000 |22000000 |22821000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2016-02-23","49993.2","18923000 22850000 22000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2016-08-03","24382","18923000 22850000 22000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2016-10-07","28224.4","18923000 22850000 22000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2016-10-20","144480","18923000 22850000 22000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2017-07-28","22360","18923000 22850000 22000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2017-12-04","22394.4","19640000 |19640000 |18923000 22850000 22000000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2017-12-07","8364.01","19640000 |19640000 |18923000 22850000 22000000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2017-12-11","45360","19640000 |19640000 |18923000 22850000 22000000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2017-12-13","33471.4","19640000 |19640000 |18923000 22850000 22000000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2018-04-17","45360","19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 |19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2018-05-16","6002.88","19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 |19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2018-05-25","6002.88","19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 |19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2018-06-21","6002.88","19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 |19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2018-06-29","6002.88","19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 |19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2018-10-10","60480","19640000 |19640000 |19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2018-12-18","60480","19640000 |19640000 |19640000 |19640000 |19640000 24000000 33760000 39830000 |90000000 "
"CROMWELL POLYTHENE LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2019-12-10","60480","19640000 |98341130 |19640000 |19640000 |19640000 |19640000 |18923000 22852000 30191130 30192700 30197210 30199000 "
"CURTINS CONSULTING","SURVEYORS FEES","NEIGHBOURHOODS AND ENVIRONMENT","2016-12-01","5687.97","71312000 |71311000 71312000 71311100 71322000 |71312000 71310000 71311000 |71315000 |71200000 71312000 71242000 72224000 71324000 71300000 42416100 90714000 71313410 71317210 |71200000 71221000 71240000 71250000 71324000 71312000 71321000 71334000 |45211000 |71310000 |71312000 71311000 71300000 71000000 "
"DAVID HUNTER","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","2017-09-27","6500","79411000 "
"DAVID HUNTER","CONSULTANT FEES","CHILDREN’S SOCIAL CARE","2017-03-01","5500","60171000 "
"DAVID HUNTER","CONSULTANT FEES","CHILDREN’S SOCIAL CARE","2017-09-06","5500","79411000 "
"DCM SURFACES","MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","2019-08-05","9200","45000000 50870000 |45236210 "
"DCM SURFACES","MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","2019-08-05","5408","45000000 50870000 |45236210 "
"DONALD INSALL ASSOCIATES","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","2017-12-06","9250","45212350 "
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","2019-04-17","53300","71000000 |71000000 |45212350 |71000000 "
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","2019-04-18","53300","71000000 |71000000 |45212350 |71000000 "
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","2019-04-25","148600","71000000 |71000000 |45212350 |71000000 "
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","2019-04-25","138625","71000000 |71000000 |45212350 |71000000 "
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","2019-04-25","48875","71000000 |71000000 |45212350 |71000000 "
"DONALD INSALL ASSOCIATES","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","2019-08-28","53300","71200000 |71000000 |71000000 |45212350 |71000000 "
